ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS
111,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,JULY,1995,JULY,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
112,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,AUGUST,1995,AUGUST,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
113,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,SEPTEMBER,1995,SEPTEMBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
114,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,OCTOBER,1995,OCTOBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
115,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,NOVEMBER,1995,NOVEMBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
116,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,DECEMBER,1995,DECEMBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
117,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,JANUARY,1996,JANUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
118,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,FEBRUARY,1996,FEBRUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
119,IN,IN,Moti Bagh [Block E],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,MARCH,1996,MARCH,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
120,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,JUNE,1994,JUNE,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
121,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,JULY,1994,JULY,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
122,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,AUGUST,1994,AUGUST,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
123,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,SEPTEMBER,1994,SEPTEMBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
124,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,OCTOBER,1994,OCTOBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
125,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,NOVEMBER,1994,NOVEMBER,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
126,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1994,DECEMBER,1994,DECEMBER,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
127,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,JANUARY,1995,JANUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
128,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,FEBRUARY,1995,FEBRUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
129,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,MARCH,1995,MARCH,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
130,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,APRIL,1995,APRIL,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
131,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,MAY,1995,MAY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
132,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,JUNE,1995,JUNE,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
133,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,JULY,1995,JULY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
134,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,AUGUST,1995,AUGUST,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
135,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,SEPTEMBER,1995,SEPTEMBER,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
136,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,OCTOBER,1995,OCTOBER,house resting inside,NR,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
137,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,NOVEMBER,1995,NOVEMBER,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
138,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1995,DECEMBER,1995,DECEMBER,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
139,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,JANUARY,1996,JANUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
140,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,FEBRUARY,1996,FEBRUARY,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
141,IN,IN,Moti Bagh [Block F],28.581000,77.173000,An. stephensi,NR,ADULTS STAGE,1996,MARCH,1996,MARCH,house resting inside,0,NR,NR,"Ansari, M.A. and Razdan, R.K. (2001).  Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi Municipal Committee, India. Journal of the American Mosquito Control Association, 17(2):131-6",https://www.ncbi.nlm.nih.gov/pubmed/11480821," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
142,IN,IN,Mukundpur,28.648000,77.243000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
143,IN,IN,Kanchanpuri,28.578000,77.255000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
144,IN,IN,Gazipur,28.631000,77.319000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
145,IN,IN,Madanpur Khadar,28.532000,77.303000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
146,IN,IN,Rithala,28.586000,77.205000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
147,IN,IN,Jatkhor,28.656000,77.144000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
148,IN,IN,Haiderpur,28.581000,77.219000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
149,IN,IN,Neelwal,28.559000,77.181000,An. stephensi,NR,INMATURE AND ADULT STAGES,1989,AUGUST,1991,JULY,"house resting inside, animal shed resting, larval collection",NR,NR,morphology,"Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of  An. culicifacies and  An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75",https://www.ncbi.nlm.nih.gov/pubmed/12125518," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
150,IN,IN,Matkota & Tilpuri,29.068100,79.328000,An. stephensi,NR,INMATURE AND ADULT STAGES,1992,APRIL,1994,MARCH,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Shukla, R.P., Nanda, N., Pandey, A.C., Kohli, V.K., Joshi, H. and Subbarao, S.K. (1998).  Studies on bionomics of  Anopheles fluviatilis and its sibling species in Nainital district, U.P. Indian Journal of Malariology, 35(2):41-7",https://www.ncbi.nlm.nih.gov/pubmed/10448226," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
151,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,APRIL,2002,APRIL,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
152,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,MAY,2002,MAY,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
153,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,JUNE,2002,JUNE,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
154,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,JULY,2002,JULY,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
155,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,AUGUST,2002,AUGUST,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
156,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,SEPTEMBER,2002,SEPTEMBER,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
157,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,OCTOBER,2002,OCTOBER,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
158,IR,IR,Bandar Abbas (City),27.189000,56.273000,An. stephensi,NR,INMATURE AND ADULT STAGES,2002,NOVEMBER,2002,NOVEMBER,"animal shed resting, house resting inside, larval collection, man biting indoors",NR,NR,morphology,"Vatandoost, H., Oshaghi, M.A., Abaie, M.R., Shahi, M., Yaaghoobi, F., Baghaii, M., Hanafi-Bojd, A.A., Zamani, G. and Townson, H. (2006).  Bionomics of  Anopheles stephensi Liston in the malarious area of Hormozgan province, southern Iran, 2002. Acta Tropica, 97(2):196-203",https://www.ncbi.nlm.nih.gov/pubmed/16329986," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
